ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
HOME DELIVERED MEAL SERVICE CONTRACTS,4N101,NORC WITHOUT WALLS (NNORC) (4N1),SAMUEL FIELD YM & YWHA INC,58-20 LITTLE NECK PKWY,FLUSHING,NY,11362,QUEENS,718-225-6750,Y,,,,,,,,,,,,,,,40.761577,-73.723122,411,23,152902,4173029,4083520051,Douglas Manor-Douglaston-Little Neck,POINT (-73.723122 40.761577)
OLDER ADULT CENTER CONTRACTS,C1715,CCNS ST. LOUIS OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,230 Kingston Avenue,BROOKLYN,NY,11213,BROOKLYN,718-771-7945,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.671821,-73.941982,308,35,339,3032045,3012500025,Crown Heights North,POINT (-73.941982 40.671821)
OLDER ADULT CENTER CONTRACTS,C3801,HMH CITY HALL OLDER ADULT CENTER (C38),HAMILTON MADISON HOUSE INC,100 Gold Street Lower Level,NEW YORK,NY,10038,MANHATTAN,212-788-5580,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.710353,-74.004007,101,01,1501,1001289,1000940025,Battery Park City-Lower Manhattan,POINT (-74.004007 40.710353)
OLDER ADULT CENTER CONTRACTS,W1603,CARVER (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,16,NEW YORK,NY,10029,MANHATTAN,212-289-2709,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.79084,-73.950853,111,08,168,1082659,1016080023,East Harlem South,POINT (-73.950853 40.79084)
OLDER ADULT CENTER CONTRACTS,C7701,GREAT KILLS OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,11 Sampson Avenue,STATEN ISLAND,NY,10308,STATEN ISLAND,718-356-5050,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.552603,-74.149795,503,51,14605,5062569,5046240500,Great Kills,POINT (-74.149795 40.552603)
OLDER ADULT CENTER CONTRACTS,C7202,WYCKOFF GARDENS NSC (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,280 Wyckoff Street,BROOKLYN,NY,11217,BROOKLYN,718-237-1802,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.683365,-73.983941,306,33,127,3336056,3003940001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.983941 40.683365)
HOME DELIVERED MEAL SERVICE CONTRACTS,VND01,MEALS ON WHEELS OF S.I. (VND),MEALS ON WHEELS OF STATEN ISLAND INC,304 PORT RICHMOND AVENUE,STATEN ISLAND,NY,10302,STATEN ISLAND,718-727-4435,Y,,,,,,,,,,,,,,,40.634061,-74.13606,501,49,213,5025678,5010890036,Port Richmond,POINT (-74.13606 40.634061)
OLDER ADULT CENTER CONTRACTS,3CW01,NEW YORK FOUNDATION TRANSPORTATION (3CW),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,404 WEST   54 STREET,NEW YORK,NY,10019,MANHATTAN,212-962-7653,Y,,,,,,,,,,,,,,,40.766197,-73.987636,104,03,133,1026769,1010630035,Clinton,POINT (-73.987636 40.766197)
OLDER ADULT CENTER CONTRACTS,C7501,ST NICKS ALLIANCE COOPER PARK SOCIAL 2 (C75),ST. NICKS ALLIANCE CORP.,288 Frost Street,BROOKLYN,NY,11222,BROOKLYN,718-227-3652,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.718837,-73.939856,301,34,449,3327829,3028670001,East Williamsburg,POINT (-73.939856 40.718837)
OLDER ADULT CENTER CONTRACTS,C1603,CBN LEONARD COVELLO (ISC) SENIOR PROGRAM (C16),CARTER BURDEN NETWORK INC.,312 East 109th Street,NEW YORK,NY,10029,MANHATTAN,212-423-9665,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.792306,-73.94048,111,08,170,1074278,1016800045,East Harlem South,POINT (-73.94048 40.792306)
OLDER ADULT CENTER CONTRACTS,C1904,CENTRAL HARLEM SC CTR BEATRICE LEWIS (C19),CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,2322 Third Avenue,NEW YORK,NY,10035,MANHATTAN,212-289-9155,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.804468,-73.935267,111,09,242,1054497,1017750033,East Harlem North,POINT (-73.935267 40.804468)
OLDER ADULT CENTER CONTRACTS,C1702,CCNS DELLAMONICA- SREINWAY OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,23-56 Broadway,LONG ISLAND CITY,NY,11106,QUEENS,718-626-1500,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.764285,-73.930011,401,22,53,4006560,4005660050,Astoria,POINT (-73.930011 40.764285)
NEW YORK CONNECTS CONTRACTS,3C401,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC. (3C4),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,11 Park Place,NEW YORK,NY,10007,MANHATTAN,212-962-7653,Y,,,,,,,,,,,,,,,40.712828,-74.008296,101,01,21,1001399,1001240004,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.008296 40.712828)
ELDER ABUSE SERVICES CONTRACTS,1E401,JASA ELDER JUSTICE BROOKLYN NORTH (1E4),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,202 Graham Avenue,BROOKLYN,NY,11206,BROOKLYN,212-273-5200,Y,,,,,,,,,,,,,,,40.708879,-73.943443,301,34,493,3344974,3030260001,Bushwick South,POINT (-73.943443 40.708879)
OLDER ADULT CENTER CONTRACTS,C7704,NEW DORP BEACH OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,128 Cedar Grove Avenue,STATEN ISLAND,NY,10306,STATEN ISLAND,TBD,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.561467,-74.100329,595,50,12804,5113475,5041050050,New Dorp-Midland Beach,POINT (-74.100329 40.561467)
ELDER ABUSE SERVICES CONTRACTS,1E402,JASA ELDER JUSTICE QUEENS SOUTH (1E4),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,131 BEACH   19 STREET,FAR ROCKAWAY,NY,11691,QUEENS,212-273-5200,Y,,,,,,,,,,,,,,,40.593761,-73.753207,414,31,99802,4301622,4158100055,Far Rockaway-Bayswater,POINT (-73.753207 40.593761)
OLDER ADULT CENTER CONTRACTS,C3513,TERESA MOORE OAC (C35),FORT GREENE COUNCIL,2702 Linden Blvd,BROOKLYN,NY,11208,BROOKLYN,347-663-7770,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.669208,-73.864514,305,42,1214,3326995,3044880001,East New York,POINT (-73.864514 40.669208)
OLDER ADULT CENTER CONTRACTS,W2007,ROUNDTABLE SENIOR (W20),RISEBORO COMMUNITY PARTNERSHIP INC,1175 Gates Avenue,BROOKLYN,NY,11206,BROOKLYN,718-443-1903,Y,08:00,05:30,08:00,05:30,08:00,05:30,08:00,05:30,08:00,05:30,00:00,00:00,00:00,00:00,40.691707,-73.919907,304,34,399,3076253,3033310025,Bushwick South,POINT (-73.919907 40.691707)
OLDER ADULT CENTER CONTRACTS,C8001,SHORE HILL OLDER ADULT CENTER (C80),SUNSET PARK HEALTH COUNCIL INC d/b/a FAMILY HEALTH CENTERS A,9000 Shore Road,BROOKLYN,NY,11209,BROOKLYN,347-377-5474,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.622093,-74.040244,310,43,5201,3322532,3060780010,Bay Ridge,POINT (-74.040244 40.622093)
OLDER ADULT CENTER CONTRACTS,C1106,BRONXWORKS MORRIS (ISC) (C11),BRONXWORKS INC,80 East 181st Street,BRONX,NY,10453,BRONX,718-933-5300,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.855076,-73.904199,205,14,241,2013953,2031780032,Mount Hope,POINT (-73.904199 40.855076)
OLDER ADULT CENTER CONTRACTS,C1605,CBN ROOSEVELT ISLAND SENIOR CENTER (C16),CARTER BURDEN NETWORK INC.,546 Main Street,NEW YORK,NY,10044,MANHATTAN,212-980-1888,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.761781,-73.949762,108,05,23801,1083202,1013730030,Lenox Hill-Roosevelt Island,POINT (-73.949762 40.761781)
OLDER ADULT CENTER CONTRACTS,W2010,SUMNER SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,862 Park Avenue,BROOKLYN,NY,11206,BROOKLYN,718-455-8471,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.698582,-73.940736,303,36,28502,3324728,3015800001,Stuyvesant Heights,POINT (-73.940736 40.698582)
OLDER ADULT CENTER CONTRACTS,W2001,BORINQUEN PLAZA (W20),RISEBORO COMMUNITY PARTNERSHIP INC,80 Seigel Street,BROOKLYN,NY,11206,BROOKLYN,718-782-6335,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.704366,-73.943775,301,34,491,3071447,3030960030,East Williamsburg,POINT (-73.943775 40.704366)
OLDER ADULT CENTER CONTRACTS,4WZ01,MIDDLE VILLAGE ADULT CENTER (4WZ),RABBI ISRAEL MEYER HACOHEN RABBINICAL SEMINARY OF AMERICA,69-10 75th Street,FLUSHING,NY,11379,QUEENS,718-894-3441,Y,,,,,,,,,,,,,,,40.709285,-73.876664,405,30,619,4091868,4037860020,Middle Village,POINT (-73.876664 40.709285)
OLDER ADULT CENTER CONTRACTS,4AV01,ROCHDALE VILLAGE NORC (4AV),ROCHDALE VILLAGE SOCIAL SERVICES INC,169-65 137 AVENUE,JAMAICA,NY,11434,QUEENS,718-525-2800,Y,,,,,,,,,,,,,,,40.672622,-73.770641,412,28,33402,4436348,4124950002,Springfield Gardens North,POINT (-73.770641 40.672622)
HOME DELIVERED MEAL SERVICE CONTRACTS,6WJ01,PRESTON COURT FOOD DISTRIBUTION & VOLUNTEER CENTER (6WJ),METROPOLITAN NY COORDINATING COUNCIL ON JEWISH POVERTY D/B/A,5361 Preston Court,BROOKLYN,NY,11234,BROOKLYN,212-453-9500,Y,,,,,,,,,,,,,,,40.637943,-73.924857,318,45,94401,3222298,3079490204,Flatlands,POINT (-73.924857 40.637943)
NEW YORK CONNECTS CONTRACTS,4C401,SELFHELP NY CONNECTS (4C4),SELFHELP COMMUNITY SERVICES INC,45-35 Kissena Blvd.,FLUSHING,NY,11355,QUEENS,212-971-7600,Y,,,,,,,,,,,,,,,40.751617,-73.820173,407,20,1205,4117391,4052000151,East Flushing,POINT (-73.820173 40.751617)
OLDER ADULT CENTER CONTRACTS,C1707,CCNS HILLCREST OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,91-34 182nd Pl,JAMAICA,NY,11432,QUEENS,718-297-7171,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.709634,-73.778431,412,27,470,4211802,4099000001,Jamaica,POINT (-73.778431 40.709634)
OLDER ADULT CENTER CONTRACTS,W1402,LIFELONG LEARNING CENTER @ ENCORE WEST (W14),ENCORE COMMUNITY SERVICES,755 10th Avenue,NEW YORK,NY,10019,MANHATTAN,212-991-3726,Y,08:00,04:30,08:00,04:30,08:00,04:30,08:00,04:30,08:00,04:30,00:00,00:00,00:00,00:00,40.765461,-73.991235,104,03,135,1087482,1010800030,Clinton,POINT (-73.991235 40.765461)
OLDER ADULT CENTER CONTRACTS,4B301,ROCHDALE VILLAGE SENIOR CENTER (4B3),ROCHDALE VILLAGE SOCIAL SERVICES INC,169-65 137th Ave,JAMAICA,NY,11434,QUEENS,718-525-2800,Y,,,,,,,,,,,,,,,40.672622,-73.770641,412,28,33402,4436348,4124950002,Springfield Gardens North,POINT (-73.770641 40.672622)
HOME DELIVERED MEAL SERVICE CONTRACTS,6PU01,FOOD PANTRY (6PU),PROJECT LEAD INC.,85-12 126th Street,JAMAICA,NY,11415,QUEENS,718-495-6210,Y,,,,,,,,,,,,,,,40.703976,-73.825379,409,29,140,4193638,4092710012,Kew Gardens,POINT (-73.825379 40.703976)
OLDER ADULT CENTER CONTRACTS,C0101,AGUDATH ISRAEL BROOKDALE SENIOR CENTER (C01),AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,817 Avenue H,BROOKLYN,NY,11230,BROOKLYN,718-434-8670,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.629268,-73.968686,314,40,460,3170160,3064960039,Flatbush,POINT (-73.968686 40.629268)
OLDER ADULT CENTER CONTRACTS,C8801,VISIONS CENTER ON AGING OAC (C88),VISIONS/SERVICES FOR THE BLIND AND VISUALLY IMPAIRED,135 West 23rd Street,NEW YORK,NY,10011,MANHATTAN,646-486-4444,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.743386,-73.993916,104,03,91,1014949,1007990021,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.993916 40.743386)
OLDER ADULT CENTER CONTRACTS,C5605,QCH REGO PARK OAC (C56),QUEENS COMMUNITY HOUSE INC.,93-29 Queens Blvd,FLUSHING,NY,11374,QUEENS,718-896-8511,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.73147,-73.866044,406,29,71702,4050408,4020770050,Rego Park,POINT (-73.866044 40.73147)
OLDER ADULT CENTER CONTRACTS,C4001,PARK SLOPE CTR FOR SUCCESSFUL AGING (C40),HEIGHTS AND HILLS INC.,463A  7th Street,BROOKLYN,NY,11215,BROOKLYN,718-832-3726,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.668419,-73.981201,306,39,153,3021748,3009950051,Park Slope-Gowanus,POINT (-73.981201 40.668419)
OLDER ADULT CENTER CONTRACTS,C2201,CASC CASSIDY COLES NSC (C22),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Pl,STATEN ISLAND,NY,10301,STATEN ISLAND,718-273-6808,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.642992,-74.076954,501,49,3,5000084,5000080060,West New Brighton-New Brighton-St. George,POINT (-74.076954 40.642992)
OLDER ADULT CENTER CONTRACTS,C6903,SAGE CTR AT STONEWALL HOUSE (BROOKLYN) (C69),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,271 Myrtle Ave,BROOKLYN,NY,11201,BROOKLYN,646-518-9744,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.693459,-73.978198,302,35,2901,,,Fort Greene,POINT (-73.978198 40.693459)
OLDER ADULT CENTER CONTRACTS,C8310,JASA VAN CORTLANDT OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,3880 Sedgwick Avenue,BRONX,NY,10465,BRONX,718-549-4700,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.882997,-73.894008,208,11,409,2086830,2032460076,Van Cortlandt Village,POINT (-73.894008 40.882997)
OLDER ADULT CENTER CONTRACTS,CC101,ELMCOR GOLDEN PHOENIX CLUB FOUR (CC1),ELMCOR YOUTH & ADULT ACTIVITIES INC,33-16 108th Street,FLUSHING,NY,11368,QUEENS,718-651-0096,Y,09:00,03:00,09:00,03:00,09:00,03:00,09:00,03:00,09:00,03:00,00:00,00:00,00:00,00:00,40.757429,-73.860938,403,21,381,4042761,4017220012,North Corona,POINT (-73.860938 40.757429)
OLDER ADULT CENTER CONTRACTS,C5401,PETER CARDELLA OLDER ADULT CENTER (C54),PETER CARDELLA SENIOR CITIZEN CENTER INC,68-52 Fresh Pond Road,FLUSHING,NY,11385,QUEENS,718-497-2908,Y,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,00:00,00:00,00:00,00:00,40.703894,-73.895681,405,30,583,4085200,4035350024,Ridgewood,POINT (-73.895681 40.703894)
OLDER ADULT CENTER CONTRACTS,C3602,GODDARD RIVERSIDE OAC AT WEST 88TH STREET (C36),GODDARD-RIVERSIDE COMMUNITY CENTER,593 Columbus Avenue,NEW YORK,NY,10024,MANHATTAN,212-873-6600,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.788212,-73.970904,107,06,173,1079511,1012020001,Upper West Side,POINT (-73.970904 40.788212)
OLDER ADULT CENTER CONTRACTS,C8101,EDUCATIONAL ALLIANCE SIROVICH OLDER ADULT CENTER (C81),THE EDUCATIONAL ALLIANCE INC,331 East 12th Street,NEW YORK,NY,10003,MANHATTAN,646-395-4529,Y,08:00,05:00,08:00,05:00,08:00,05:00,08:00,05:00,08:00,05:00,09:00,03:00,00:00,00:00,40.730657,-73.985041,103,02,40,1006502,1004540052,East Village,POINT (-73.985041 40.730657)
OLDER ADULT CENTER CONTRACTS,C8304,JASA CLUB 76 OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,120 West 76th Street,NEW YORK,NY,10023,MANHATTAN,212-712-0170,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.780342,-73.977739,107,06,161,1030146,1011470042,Upper West Side,POINT (-73.977739 40.780342)
OLDER ADULT CENTER CONTRACTS,C3505,CHRISTOPHER BLENMAN OAC (C35),FORT GREENE COUNCIL,720 East New York Avenue,BROOKLYN,NY,11203,BROOKLYN,718-773-7400,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.662289,-73.938916,309,41,87401,3106612,3047950016,Prospect Lefferts Gardens-Wingate,POINT (-73.938916 40.662289)
OLDER ADULT CENTER CONTRACTS,C2301,CONGREGATION YETEV LEV --WILLIAMSBURG SATMAR (C23),CONGREGATION YETEV LEV DSATMAR,125 Heyward Street,BROOKLYN,NY,11206,BROOKLYN,718-625-1608,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,09:00,05:00,40.701627,-73.956235,301,33,533,3060997,3022250042,Williamsburg,POINT (-73.956235 40.701627)
OLDER ADULT CENTER CONTRACTS,C1713,CCNS NEW AGE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,54 MacDonough Street,BROOKLYN,NY,11216,BROOKLYN,718-771-7945,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.680929,-73.944383,303,36,269,3053461,3018540025,Bedford,POINT (-73.944383 40.680929)
OLDER ADULT CENTER CONTRACTS,C0803,BERGEN BASIN MARINE PARK OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,3000 Fillmore Avenue,BROOKLYN,NY,11234,BROOKLYN,718-336-0275,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.608592,-73.937467,318,46,666,3000000,3084960001,park-cemetery-etc-Brooklyn,POINT (-73.937467 40.608592)
OLDER ADULT CENTER CONTRACTS,C1105,BRONXWORKS TWIN PARKS WEST (C11),BRONXWORKS INC,355 EAST 183 STREET,BRONX,NY,10458,BRONX,,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.856391,-73.895991,205,15,38302,2092394,2031430155,Fordham South,POINT (-73.895991 40.856391)
OLDER ADULT CENTER CONTRACTS,C8307,JASA SENIOR ALLIANCE OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,161 Corbin Place,BROOKLYN,NY,11235,BROOKLYN,718-646-4100,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.578026,-73.954127,315,48,61004,3245719,3087190073,Brighton Beach,POINT (-73.954127 40.578026)
OLDER ADULT CENTER CONTRACTS,C2102,CPC NAN SHAN NEIGHBORHOOD SENIOR CENTER (C21),CHINESE AMERICAN PLANNING COUNCIL INC,133-14 41st Avenue 1st Floor,FLUSHING,NY,11355,QUEENS,718-358-3030,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.757805,-73.830321,407,20,849,4114228,4050410005,Flushing,POINT (-73.830321 40.757805)
OLDER ADULT CENTER CONTRACTS,C6802,SEPHARDIC MSSCC HOUSE OF JACOB SENIOR CENTER : SITE 02 (C68),SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,6222 23rd Avenue,BROOKLYN,NY,11204,BROOKLYN,718-259-0100,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.61405,-73.977597,311,44,436,3172161,3065510045,Bensonhurst East,POINT (-73.977597 40.61405)
OLDER ADULT CENTER CONTRACTS,W2204,JASA BROOKDALE VILLAGE (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,131 Beach 19 Street,FAR ROCKAWAY,NY,11691,QUEENS,718-471-3200,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.593761,-73.753207,414,31,99802,4301622,4158100055,Far Rockaway-Bayswater,POINT (-73.753207 40.593761)
OLDER ADULT CENTER CONTRACTS,C5102,NYFSC LAGUARDIA OLDER ADULT CENTER (C51),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,280 Cherry Street,NEW YORK,NY,10002,MANHATTAN,212-732-3656,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.711376,-73.988461,103,01,6,1003211,1002560014,Lower East Side,POINT (-73.988461 40.711376)
OLDER ADULT CENTER CONTRACTS,C0805,BERGEN BASIN MILL BASIN OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,2075 East 68th Street,BROOKLYN,NY,11234,BROOKLYN,718-444-3850,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.618864,-73.910226,318,46,69602,3237201,3084090001,Georgetown-Marine Park-Bergen Beach-Mill Basin,POINT (-73.910226 40.618864)
OLDER ADULT CENTER CONTRACTS,C3507,BISHOP PHILIUS & HELENE NICOLAS OAC (C35),FORT GREENE COUNCIL,1488 New York Avenue,BROOKLYN,NY,11210,BROOKLYN,718-638-2010,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.636835,-73.945176,317,45,788,3336201,3049960001,Flatbush,POINT (-73.945176 40.636835)
OLDER ADULT CENTER CONTRACTS,W2101,SELFHELP AUSTIN ST (W21),SELFHELP COMMUNITY SERVICES INC,106-06 Queens Boulevard,FLUSHING,NY,11375,QUEENS,718-520-8197,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.72212,-73.847335,406,29,711,4077479,4032370040,Forest Hills,POINT (-73.847335 40.72212)
OLDER ADULT CENTER CONTRACTS,C9007,WAYSIDE OUT VAN DYKE II SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,430 Dumont Avenue,BROOKLYN,NY,11212,BROOKLYN,718-385-1110,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.664982,-73.903308,316,41,910,3328126,3037940001,Brownsville,POINT (-73.903308 40.664982)
HOME DELIVERED MEAL SERVICE CONTRACTS,2RN01,BRIDGING ACCESS TO CARE INC. (2RN),Bridging Access to Care Inc.,2261 Church Avenue,BROOKLYN,NY,11226,BROOKLYN,347-505-5100,Y,,,,,,,,,,,,,,,40.650448,-73.957663,314,40,79602,3116866,3050890031,Prospect Lefferts Gardens-Wingate,POINT (-73.957663 40.650448)
OLDER ADULT CENTER CONTRACTS,C3201,BENSONHURST SENIOR CENTER (C32),EDITH AND CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST,7802 Bay Parkway,BROOKLYN,NY,11214,BROOKLYN,718-331-6800,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.606369,-73.989235,311,44,270,3162352,3062640030,Bensonhurst West,POINT (-73.989235 40.606369)
OLDER ADULT CENTER CONTRACTS,W1801,CENTER @ LENOX HILL (ISC) (W18),LENOX HILL NEIGHBORHOOD HOUSE INC,343 East 70th Street,NEW YORK,NY,10021,MANHATTAN,212-218-0315,Y,08:00,06:00,08:00,06:00,08:00,06:00,08:00,06:00,08:00,06:00,08:00,03:00,08:00,03:00,40.766686,-73.95739,108,05,126,1044841,1014450023,Lenox Hill-Roosevelt Island,POINT (-73.95739 40.766686)
OLDER ADULT CENTER CONTRACTS,C2003,MMCC-CDC OLDER ADULT CENTER MARBLE HILL (C20),CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,5365 Broadway,BRONX,NY,10463,BRONX,718-562-8551,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.876062,-73.907886,208,10,309,1082782,1022150623,Marble Hill-Inwood,POINT (-73.907886 40.876062)
OLDER ADULT CENTER CONTRACTS,4BG01,YOUNG ISRAEL OF FOREST HILLS SENIOR LEAGUE (4BG),YOUNG ISRAEL PROGRAMS INC,68-07 Burns street,FLUSHING,NY,11375,QUEENS,718-677-4315,Y,,,,,,,,,,,,,,,40.721357,-73.851655,406,29,711,4077448,4032340089,Forest Hills,POINT (-73.851655 40.721357)
OLDER ADULT CENTER CONTRACTS,C8303,JASA SUE GINSBURG (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,975 Waring Avenue,BRONX,NY,10469,BRONX,718-881-1758,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.861211,-73.859709,211,13,324,2093415,2044440001,Bronxdale,POINT (-73.859709 40.861211)
