ProviderType,DFTA ID,ContractYear,SponsorName,ProgramName,ServiceID,ServiceName,BudgetedUnits
SENIOR CENTER CONTRACTS,35C02,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Saint Nicholas Social Club,CNLH,CONGREGATE LUNCH,7500
SENIOR CENTER CONTRACTS,35C02,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Saint Nicholas Social Club,HLMG,HEALTH MANAGEMENT,624
SENIOR CENTER CONTRACTS,35C02,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Saint Nicholas Social Club,PHEX,PHYSICAL HEALTH/EXERCISE,1875
SENIOR CENTER CONTRACTS,35C02,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Saint Nicholas Social Club,SCCA,SR CTR CASE ASSISTANCE,416
SENIOR CENTER CONTRACTS,35C02,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Saint Nicholas Social Club,SCED,EDUCATION,312
SENIOR CENTER CONTRACTS,35C02,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Saint Nicholas Social Club,SCIN,SR CTR INFORMATION,260
SENIOR CENTER CONTRACTS,35C02,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Saint Nicholas Social Club,SCNE,SR CTR NUTRITION EDUC,520
SENIOR CENTER CONTRACTS,35C02,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Saint Nicholas Social Club,TECH,TECHNOLOGY,88
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,ARTS,ARTS,50
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,CNBK,CONGREGATE BREAKFASTS,15000
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,CNLH,CONGREGATE LUNCH,25500
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,HLMG,HEALTH MANAGEMENT,360
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,PHEX,PHYSICAL HEALTH/EXERCISE,4000
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,SCCA,SR CTR CASE ASSISTANCE,525
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,SCED,EDUCATION,444
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,SCIN,SR CTR INFORMATION,150
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,SCNE,SR CTR NUTRITION EDUC,200
SENIOR CENTER CONTRACTS,35C03,2019,CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,Beatrice Lewis,TECH,TECHNOLOGY,150
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,ARTS,ARTS,1200
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,CNBK,CONGREGATE BREAKFASTS,20000
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,CNDN,CONGREGATE DINNER,5200
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,CNLH,CONGREGATE LUNCH,46800
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,HLMG,HEALTH MANAGEMENT,11480
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,HPEB,HEALTH PROMO EVID BASED,4160
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,ISHP,IN-HOME SHOPPING ASSIST,595
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,ITEL,IN-HOME TELEPHONE,300
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,IVST,IN-HOME VISITING,250
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,5280
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,SCCA,SR CTR CASE ASSISTANCE,1350
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,SCED,EDUCATION,550
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,SCIN,SR CTR INFORMATION,375
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,SCNE,SR CTR NUTRITION EDUC,480
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,TECH,TECHNOLOGY,936
SENIOR CENTER CONTRACTS,35D01,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Innovative Senior Center,TRAN,TRANSPORTATION,4600
SENIOR CENTER CONTRACTS,35D02,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Lehman Social Club,ARTS,ARTS,500
SENIOR CENTER CONTRACTS,35D02,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Lehman Social Club,CNLH,CONGREGATE LUNCH,11250
SENIOR CENTER CONTRACTS,35D02,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Lehman Social Club,HLMG,HEALTH MANAGEMENT,52
SENIOR CENTER CONTRACTS,35D02,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Lehman Social Club,PHEX,PHYSICAL HEALTH/EXERCISE,260
SENIOR CENTER CONTRACTS,35D02,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Lehman Social Club,SCED,EDUCATION,500
SENIOR CENTER CONTRACTS,35D02,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Lehman Social Club,SCIN,SR CTR INFORMATION,400
SENIOR CENTER CONTRACTS,35D02,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Lehman Social Club,SCNE,SR CTR NUTRITION EDUC,500
SENIOR CENTER CONTRACTS,35D02,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Lehman Social Club,TECH,TECHNOLOGY,100
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,ARTS,ARTS,552
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,CNDN,CONGREGATE DINNER,25500
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,CNLH,CONGREGATE LUNCH,40966
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,HLMG,HEALTH MANAGEMENT,4356
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,HPEB,HEALTH PROMO EVID BASED,424
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,8712
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,SCCA,SR CTR CASE ASSISTANCE,1500
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,SCED,EDUCATION,996
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,SCIN,SR CTR INFORMATION,520
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,SCNE,SR CTR NUTRITION EDUC,1584
SENIOR CENTER CONTRACTS,35F01,2019,FIND AID FOR THE AGED,FIND Aid Innovative Senior Center,TECH,TECHNOLOGY,468
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,ARTS,ARTS,521
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,CNBK,CONGREGATE BREAKFASTS,9750
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,CNDN,CONGREGATE DINNER,13000
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,CNLH,CONGREGATE LUNCH,16754
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,CNWE,CONGREGATE WEEKEND,19500
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,HLMG,HEALTH MANAGEMENT,1261
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,HPEB,HEALTH PROMO EVID BASED,655
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,ICSA,ISC CASE ASSISTANCE,1100
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,IINF,ISC INFORMATION,387
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,INED,ISC NUTRITION EDUCATION,100
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,4584
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,SCED,EDUCATION,1040
SENIOR CENTER CONTRACTS,35K01,2019,LENOX HILL NEIGHBORHOOD HOUSE INC,Lenox Hill Innovative Senior Center,TECH,TECHNOLOGY,208
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,ARTS,ARTS,408
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,CNDN,CONGREGATE DINNER,4375
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,CNLH,CONGREGATE LUNCH,17879
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,CNWE,CONGREGATE WEEKEND,2880
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,HLMG,HEALTH MANAGEMENT,1300
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,HPEB,HEALTH PROMO EVID BASED,200
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,ICSA,ISC CASE ASSISTANCE,1000
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,IINF,ISC INFORMATION,240
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,INED,ISC NUTRITION EDUCATION,1200
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,3393
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,SCED,EDUCATION,408
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,TECH,TECHNOLOGY,144
SENIOR CENTER CONTRACTS,35M01,2019,YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,YM andYWHA Innovative Senior Center,TRAN,TRANSPORTATION,9600
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,ARTS,ARTS,180
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,28300
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,CNWE,CONGREGATE WEEKEND,2081
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,280
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,3300
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,375
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,SCED,EDUCATION,186
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,SCIN,SR CTR INFORMATION,63
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,360
SENIOR CENTER CONTRACTS,36201,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Adult Luncheon Club Neighborhood Senior Center,TECH,TECHNOLOGY,50
SENIOR CENTER CONTRACTS,36202,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Lillian Wald Houses Senior Center,CNLH,CONGREGATE LUNCH,12561
SENIOR CENTER CONTRACTS,36202,2019,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,UJC Lillian Wald Houses Senior Center,CNWE,CONGREGATE WEEKEND,2081
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,ARTS,ARTS,400
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,5000
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,23500
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,CNWE,CONGREGATE WEEKEND,6240
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1661
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,780
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,2900
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,1380
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,SCED,EDUCATION,144
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,SCIN,SR CTR INFORMATION,115
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,80
SENIOR CENTER CONTRACTS,36301,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,University Settlement Neighborhood Senior Center,TECH,TECHNOLOGY,200
SENIOR CENTER CONTRACTS,36302,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,Meltzer Tower Social Club,ARTS,ARTS,144
SENIOR CENTER CONTRACTS,36302,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,Meltzer Tower Social Club,CNLH,CONGREGATE LUNCH,12500
SENIOR CENTER CONTRACTS,36302,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,Meltzer Tower Social Club,HLMG,HEALTH MANAGEMENT,360
SENIOR CENTER CONTRACTS,36302,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,Meltzer Tower Social Club,PHEX,PHYSICAL HEALTH/EXERCISE,240
SENIOR CENTER CONTRACTS,36302,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,Meltzer Tower Social Club,SCCA,SR CTR CASE ASSISTANCE,750
SENIOR CENTER CONTRACTS,36302,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,Meltzer Tower Social Club,SCED,EDUCATION,60
SENIOR CENTER CONTRACTS,36302,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,Meltzer Tower Social Club,TECH,TECHNOLOGY,96
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,ARTS,ARTS,100
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,38860
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,605
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,4000
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,1800
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,SCED,EDUCATION,316
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,SCIN,SR CTR INFORMATION,110
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,42
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,TECH,TECHNOLOGY,50
SENIOR CENTER CONTRACTS,36A01,2019,WASHINGTON HEIGHTS COMMUNITY SERVICE INC,Washington Heights Neighborhood Senior Center,TRAN,TRANSPORTATION,1500
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,ARTS,ARTS,241
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,27970
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,CNWE,CONGREGATE WEEKEND,375
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,3900
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,450
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,4680
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,450
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,SCED,EDUCATION,104
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,SCIN,SR CTR INFORMATION,50
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,1300
SENIOR CENTER CONTRACTS,36B01,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,The Center at the Red Oak Neighborhood Senior Center,TECH,TECHNOLOGY,156
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,ARTS,ARTS,156
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,CNLH,CONGREGATE LUNCH,10000
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,CNWE,CONGREGATE WEEKEND,1
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,HLMG,HEALTH MANAGEMENT,1560
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,ITEL,IN-HOME TELEPHONE,168
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,PHEX,PHYSICAL HEALTH/EXERCISE,2880
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,SCCA,SR CTR CASE ASSISTANCE,180
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,SCED,EDUCATION,12
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,SCIN,SR CTR INFORMATION,24
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,SCNE,SR CTR NUTRITION EDUC,288
SENIOR CENTER CONTRACTS,36B02,2019,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Douglass Social Club,TRAN,TRANSPORTATION,250
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,ARTS,ARTS,391
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,CNDN,CONGREGATE DINNER,9400
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,HLMG,HEALTH MANAGEMENT,1081
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,ICSA,ISC CASE ASSISTANCE,147
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,IINF,ISC INFORMATION,441
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,INED,ISC NUTRITION EDUCATION,541
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,PHEX,PHYSICAL HEALTH/EXERCISE,1081
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,SCED,EDUCATION,439
SENIOR CENTER CONTRACTS,3AP01,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE HARLEM,TECH,TECHNOLOGY,146
SENIOR CENTER CONTRACTS,3AP02,2019,SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,SAGE BRONX,ARTS,ARTS,378
